title,address,advertiser,link,terrace,m2,rooms,price
MODERNES GARTENAPARTMENT IN GRINZINGER RUHELAGE ( BJ 1997 ),"1190 Wien, 19. Bezirk, Döbling",Stanzel & Co Wohnungs- u Geschäftsvermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/modernes-gartenapartment-in-grinzinger-ruhelage-bj-1997-918207278/,"Terrasse, Garten",121.0,3.0,2600.0
Toller 2-Zimmer Grundriss in Ruhelage in 1100 Wien - ab sofort verfügbar!,"1100 Wien, 10. Bezirk, Favoriten, Czeikestraße 4",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/toller-2-zimmer-grundriss-in-ruhelage-in-1100-wien-ab-sofort-verfuegbar-1250398373/,"Balkon, Loggia",55.0,2.0,999.61
"++PROVISIONSFREI++ Hochwertige 2-Zimmer Neubauwohnung mit Loggia, BESTLAGE","1060 Wien, 06. Bezirk, Mariahilf, Luftbadgasse",Adonia Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/-provisionsfrei-hochwertige-2-zimmer-neubauwohnung-mit-loggia-bestlage-1101896779/,Loggia,62.0,2.0,1545.0
EXCEPTIONAL: Großzügige Altbauwohnung mit 5 Zimmern | unbefristet | nahe Ronacher & Stadtpark,"1010 Wien, 01. Bezirk, Innere Stadt",Maitz Immobilientreuhand e.U.,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/exceptional-grosszuegige-altbauwohnung-mit-5-zimmern-unbefristet-nbsp-nahe-ronacher-stadtpark-2075168233/,,167.0,5.0,3265.4
"TOPLAGE in ALTHIETZING- 3 Zimmer,Küche,Balkon und Garagenplatz !","1130 Wien, 13. Bezirk, Hietzing",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/toplage-in-althietzing-3-zimmer-kueche-balkon-und-garagenplatz-963024045/,Balkon,101.0,3.0,1667.79
WOHNEN IN MARIAHLIF: Modern möblierte 2-Zimmer Gartenwohnung bei der Mariahilfer Straße,"1060 Wien, 06. Bezirk, Mariahilf",Elisabeth Rohr Real Estate,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/wohnen-in-mariahlif-modern-moeblierte-2-zimmer-gartenwohnung-bei-der-mariahilfer-strasse-1839618005/,"Terrasse, Garten",59.0,2.0,2018.31
"HELLE, Einzimmerwohnung im 4. Liftstock, Innenhoflage, inkl. Heizung & Warmwasser 757EUR, UNBEFRISTET","1170 Wien, 17. Bezirk, Hernals",Brehm Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1170-hernals/helle-einzimmerwohnung-im-4-liftstock-innenhoflage-inkl-heizung-warmwasser-757eur-unbefristet-1548133156/,,40.0,1.0,620.39
DEIN neues Zuhause im 22. Bezirk - alles inklusive - gestioniert von Mein Wien-Apartment,"1220 Wien, 22. Bezirk, Donaustadt, Wagramer Straße 4",Mein Wien Apartment,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/dein-neues-zuhause-im-22-bezirk-alles-inklusive-gestioniert-von-mein-wien-apartment-1980023914/,,29.0,1.0,720.0
/// ARCHITEKTUR-IKONE /// einzigartig. zeitlos. elegant.,"1010 Wien, 01. Bezirk, Innere Stadt",Spiegelfeld Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/-architektur-ikone-einzigartig-zeitlos-elegant-822927191/,Terrasse,100.0,2.0,10963.51
"Für maximal 2 Personen: 1-Zimmer-Apartment KEINE Provision, KEINE Vermittlungsgebühr, KEINE Ablöse!","1220 Wien, 22. Bezirk, Donaustadt, Wagramer Straße 4",Mein Wien Apartment,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/fuer-maximal-2-personen-1-zimmer-apartment-keine-provision-keine-vermittlungsgebuehr-keine-abloese-1820916298/,,29.0,1.0,720.0
(reserviert) DG-Wohnung nahe U4 & Mariahhilferstraße inkl. Heizungs- bzw. Warmwasserkosten,"1060 Wien, 06. Bezirk, Mariahilf, Mollardgasse 25/53D",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/dg-wohnung-nahe-u4-mariahhilferstrasse-inkl-heizungs-bzw-warmwasserkosten-1658877540/,Terrasse,87.0,3.0,
Helle Mietwohnung in Top Lage,"1180 Wien, 18. Bezirk, Währing, Kreuzgasse 16",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/helle-mietwohnung-in-top-lage-2146847447/,,68.0,2.0,760.0
"Für maximal 2 Personen: 1-Zimmer-Apartment KEINE Provision, KEINE Vermittlungsgebühr, KEINE Ablöse!","1220 Wien, 22. Bezirk, Donaustadt, Wagramer Straße 4",Mein Wien Apartment,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/fuer-maximal-2-personen-1-zimmer-apartment-keine-provision-keine-vermittlungsgebuehr-keine-abloese-2020841276/,,44.0,1.0,865.0
"Apartmenthaus Kagraner Spange 1-Zimmer-Apartment KEINE Provision, KEINE Vermittlungsgebühr,","1220 Wien, 22. Bezirk, Donaustadt, Wagramer Straße 147",Mein Wien Apartment,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/apartmenthaus-kagraner-spange-1-zimmer-apartment-keine-provision-keine-vermittlungsgebuehr-1205641840/,,25.0,1.0,590.0
Jetzt unbefristet mieten & später zum Fixpreis kaufen - nahe U2 & Badeteich Hirschstetten,"1220 Wien, 22. Bezirk, Donaustadt, Anni-Haider-Weg 3",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/jetzt-unbefristet-mieten-spaeter-zum-fixpreis-kaufen-nahe-u2-badeteich-hirschstetten-1014705393/,Balkon,80.0,3.0,1261.05
Jetzt unbefristet mieten & später zum Fixpreis kaufen - nahe U2 & Badeteich Hirschstetten,"1220 Wien, 22. Bezirk, Donaustadt, Anni-Haider-Weg 3",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/jetzt-unbefristet-mieten-spaeter-zum-fixpreis-kaufen-nahe-u2-badeteich-hirschstetten-1028313245/,Balkon,61.0,2.0,1065.35
Helle Wohnung im Grünen,"1170 Wien, 17. Bezirk, Hernals, Rudolf-Bärenhart-Gasse 15, 1170 Wien",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1170-hernals/helle-wohnung-im-gruenen-1300346107/,Balkon,74.0,3.0,1100.0
50m² Eigengarten: unbefristete Mietwohnung mit Kaufoption - nahe U2 & Badeteich Hirschstetten,"1220 Wien, 22. Bezirk, Donaustadt, Anni-Haider-Weg 3",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/50m-eigengarten-unbefristete-mietwohnung-mit-kaufoption-nahe-u2-badeteich-hirschstetten-984738754/,"Terrasse, Loggia, Garten",54.0,2.0,1034.8
Ihr neues Zuhause: 4-Zimmer-Maisonette Wohnung mit Klimaanlage und großzügigen Freiflächen - ab 01.04.2025 beziehbar!,"1100 Wien, 10. Bezirk, Favoriten, Van-der-Nüll-Gasse 45-49",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/ihr-neues-zuhause-4-zimmer-maisonette-wohnung-mit-klimaanlage-und-grosszuegigen-freiflaechen-ab-01-04-2025-beziehbar-862330489/,"Terrasse, Balkon, Dachterrasse",113.0,4.0,1999.0
LAEND YARD - 2-Zimmer Wohnung mit Ausblick auf den Donaukanal in 1030 Wien - ab 01.02.2025 beziehbar!,"1030 Wien, 03. Bezirk, Landstraße, Erdberger Lände 26",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/laend-yard-2-zimmer-wohnung-mit-ausblick-auf-den-donaukanal-in-1030-wien-ab-01-02-2025-beziehbar-839994691/,,47.0,2.0,832.82
2-Zimmer Wohnung inkl. Einbauküche und Freifläche - ab 01.12.2024 beziehbar!,"1030 Wien, 03. Bezirk, Landstraße, Erdberger Lände 26",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/2-zimmer-wohnung-inkl-einbaukueche-und-freiflaeche-ab-01-12-2024-beziehbar-904412825/,Balkon,47.0,2.0,1083.97
tolle 3-Zimmerwohnung,"1050 Wien, 05. Bezirk, Margareten, Kohlgasse 44",s REAL - Wien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1050-margareten/tolle-3-zimmerwohnung-1356736581/,,98.0,,1596.5
DACHGESCHOSSWOHNUNG MIT DACHTERRASSE - FERNBLICK,"1140 Wien, 14. Bezirk, Penzing, Kienmayergasse 62",Piment Immobilien & Investment GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/dachgeschosswohnung-mit-dachterrasse-fernblick-1731926151/,,148.0,,2490.0
"4Zi Altbautraum im Zentrum von Wien, Adlerhof liegt fußläufig von der Innenstadt, frisch saniert.","1070 Wien, 07. Bezirk, Neubau, Burggasse 51/stiege 7",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1070-neubau/4zi-altbautraum-im-zentrum-von-wien-adlerhof-liegt-fusslaeufig-von-der-innenstadt-frisch-saniert-786053887/,,115.0,4.0,1660.0
DACHGESCHOßWOHNUNG - IN GENERALSANIERTEM HAUS,"1060 Wien, 06. Bezirk, Mariahilf, Liniengasse 3",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/dachgeschosswohnung-in-generalsaniertem-haus-1049350768/,Dachterrasse,136.0,4.0,2508.94
"Apartmenthaus Fröhlichgasse 1-Raum-Apartment KEINE Provision, KEINE Vermittlungsgebühr, KEINE Ablöse!","1230 Wien, 23. Bezirk, Liesing, Karl-Sarg-Gasse 5-9",Mein Wien Apartment,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/apartmenthaus-froehlichgasse-1-raum-apartment-keine-provision-keine-vermittlungsgebuehr-keine-abloese-1483571261/,,52.0,1.0,780.0
"Apartmenthaus Breitenfurter Straße 1-Zimmer-Apartment KEINE Provision, KEINE Vermittlungsgebühr","1230 Wien, 23. Bezirk, Liesing, Breitenfurter Straße 374",Mein Wien Apartment,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/apartmenthaus-breitenfurter-strasse-1-zimmer-apartment-keine-provision-keine-vermittlungsgebuehr-1830280571/,,28.0,,640.0
"Apartmenthaus Breitenfurter Straße 1-Zimmer-Apartment KEINE Provision, KEINE Vermittlungsgebühr","1230 Wien, 23. Bezirk, Liesing, Breitenfurter Straße 374",Mein Wien Apartment,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/apartmenthaus-breitenfurter-strasse-1-zimmer-apartment-keine-provision-keine-vermittlungsgebuehr-1830280571/,,28.0,,640.0
"Für maximal 2 Personen: 1-Zimmer-Apartment KEINE Provision, KEINE Vermittlungsgebühr, KEINE Ablöse!","1230 Wien, 23. Bezirk, Liesing, Breitenfurter Straße 374",Mein Wien Apartment,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/fuer-maximal-2-personen-1-zimmer-apartment-keine-provision-keine-vermittlungsgebuehr-keine-abloese-972467640/,,43.0,,850.0
"Apartmenthaus Breitenfurter Straße 1-Zimmer-Apartment KEINE Provision, KEINE Vermittlungsgebühr","1230 Wien, 23. Bezirk, Liesing, Breitenfurter Straße 374",Mein Wien Apartment,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/apartmenthaus-breitenfurter-strasse-1-zimmer-apartment-keine-provision-keine-vermittlungsgebuehr-1241023010/,,26.0,,610.0
"Apartmenthaus Fröhlichgasse 1-Raum-Apartment KEINE Provision, KEINE Vermittlungsgebühr, KEINE Ablöse!","1230 Wien, 23. Bezirk, Liesing, Karl-Sarg-Gasse 5-9",Mein Wien Apartment,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/apartmenthaus-froehlichgasse-1-raum-apartment-keine-provision-keine-vermittlungsgebuehr-keine-abloese-851224085/,,22.0,1.0,550.0
"Apartmenthaus Fröhlichgasse 1-Raum-Apartment KEINE Provision, KEINE Vermittlungsgebühr, KEINE Ablöse!","1230 Wien, 23. Bezirk, Liesing, Karl-Sarg-Gasse 5-9",Mein Wien Apartment,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/apartmenthaus-froehlichgasse-1-raum-apartment-keine-provision-keine-vermittlungsgebuehr-keine-abloese-1760279891/,,52.0,1.0,780.0
"Apartmenthaus Brünner Straße 1-ZImmer-Apartment KEINE Provision, KEINE Vermittlungsgebühr","1210 Wien, 21. Bezirk, Floridsdorf, Brünner Straße 213",Mein Wien Apartment,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/apartmenthaus-bruenner-strasse-1-zimmer-apartment-keine-provision-keine-vermittlungsgebuehr-2090599211/,,37.0,1.0,520.0
Zu vermieten: 4-Zimmer-Wohnung mit traumhaftem Ausblick und Garage im Projekt DAS ARTMANN,"1020 Wien, 02. Bezirk, Leopoldstadt",Luxury Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/zu-vermieten-4-zimmer-wohnung-mit-traumhaftem-ausblick-und-garage-im-projekt-das-artmann-878707100/,Loggia,130.0,4.0,4542.88
Attraktive 2-Zimmer-Wohnung mit Außenfläche - im Neubauprojekt JOSEPH - in 1090 Wien zu mieten,"1090 Wien, 09. Bezirk, Alsergrund",ÖRAG Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/attraktive-2-zimmer-wohnung-mit-aussenflaeche-im-neubauprojekt-joseph-in-1090-wien-zu-mieten-958964179/,,46.0,2.0,1150.01
TOP FLOOR FLAT - 3 ROOMS WITH HIGH-QUALITY FITTED KITCHEN AND 2 TERRACES NEAR UPPER MÜHLWASSER,"1220 Wien, 22. Bezirk, Donaustadt, Mühlhäufelweg 69/Top7",Glorit Bausysteme GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/top-floor-flat-3-rooms-with-high-quality-fitted-kitchen-and-2-terraces-near-upper-muehlwasser-2035529030/,Terrasse,105.0,3.0,2990.0
Neurenovierte 50er Jahre Wohnung in Hietzing,"1130 Wien, 13. Bezirk, Hietzing, Maxingstrasse 40/7",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/neurenovierte-50er-jahre-wohnung-in-hietzing-1474663124/,"Balkon, Garten",60.0,2.0,900.0
WOHNTRAUM im Herzen des 1. Wiener Gemeindebezirks - direkt am Schubertring!,"1010 Wien, 01. Bezirk, Innere Stadt, Schubertring 8",IMV Makler GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/wohntraum-im-herzen-des-1-wiener-gemeindebezirks-direkt-am-schubertring-1316100577/,,214.0,5.0,4154.3
"Stilaltbau frisch saniert nahe Hauptbahnhof, lichtdurchflutete Eckwohnung, 2 Zimmer, 3. Liftstock","1100 Wien, 10. Bezirk, Favoriten, Eckertgasse 10",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/stilaltbau-frisch-saniert-nahe-hauptbahnhof-lichtdurchflutete-eckwohnung-2-zimmer-3-liftstock-1984576180/,,47.0,2.0,950.0
"Apartmenthaus Brünner Straße 1-ZImmer-Apartment KEINE Provision, KEINE Vermittlungsgebühr","1210 Wien, 21. Bezirk, Floridsdorf, Brünner Straße 213",Mein Wien Apartment,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/apartmenthaus-bruenner-strasse-1-zimmer-apartment-keine-provision-keine-vermittlungsgebuehr-1371954463/,,22.0,1.0,370.0
READY TO LIVE- LUXURIÖS MÖBLIERTES SERVICED LOFT-ALL IN-PROVISIONSFREI,"1090 Wien, 09. Bezirk, Alsergrund",Real Immo Wien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/ready-to-live-luxurioes-moebliertes-serviced-loft-all-in-provisionsfrei-955355888/,"Terrasse, Balkon",90.0,3.0,3960.0
READY TO LIVE- LUXURIÖS MÖBLIERTES SERVICED LOFT-ALL IN-PROVISIONSFREI,"1090 Wien, 09. Bezirk, Alsergrund",Real Immo Wien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/ready-to-live-luxurioes-moebliertes-serviced-loft-all-in-provisionsfrei-955355888/,"Terrasse, Balkon",90.0,3.0,3960.0
Traumhafte 5-Zimmer-Balkonwohnung in schönem Stilaltbau,"1090 Wien, 09. Bezirk, Alsergrund",Mayrhofer-Grünbühel Immobilien OG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/traumhafte-5-zimmer-balkonwohnung-in-schoenem-stilaltbau-1727840949/,Balkon,169.0,5.0,3500.0
#SQ - ROOFTOP APARTMENT SHORT TERM RENTAL MIN. 3 MONTH - 1 YEAR,"1200 Wien, 20. Bezirk, Brigittenau",STADTQUARTIER Home,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/-sq-rooftop-apartment-short-term-rental-min-3-month-1-year-2008699094/,Terrasse,45.0,2.0,1500.0
FIRST TIME OCCUPANCY! 3-ROOM APARTMENT WITH GARDEN AND TERRACE - ONLY 500 m TO THE UPPER MÜHLWASSER!,"1220 Wien, 22. Bezirk, Donaustadt, Mühlhäufelweg 69/Top 1",Glorit Bausysteme GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/first-time-occupancy-3-room-apartment-with-garden-and-terrace-only-500-m-to-the-upper-muehlwasser-1397000186/,"Terrasse, Garten",91.0,3.0,2490.0
WIENER WASSER WOHNEN: Außergewöhnliche 2-Zimmer Neubauerstbezug mit Balkon nahe Alte Donau!,"1210 Wien, 21. Bezirk, Floridsdorf",Adonia Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/wiener-wasser-wohnen-aussergewoehnliche-2-zimmer-neubauerstbezug-mit-balkon-nahe-alte-donau-1639186096/,Balkon,55.0,2.0,1179.0
"MITTEN IN WIEDEN: Wunderschöne, renovierte 3,5-Zimmer-Altbauwohnung in Otto-Wagner-Haus","1040 Wien, 04. Bezirk, Wieden",PAUMGARTNER-ECCLI IMMOBILIEN,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1040-wieden/mitten-in-wieden-wunderschoene-renovierte-3-5-zimmer-altbauwohnung-in-otto-wagner-haus-1906093496/,,101.0,3.0,1745.74
Nähe Reichsbrücke - perfekt geschnittene Pärchenwohnung mit großem Balkon,"1220 Wien, 22. Bezirk, Donaustadt, Wagramer Straße",ESTINA Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/naehe-reichsbruecke-perfekt-geschnittene-paerchenwohnung-mit-grossem-balkon-1946822642/,"Balkon, Loggia",58.0,2.0,1700.0
Neubauwohnung mit großem Schlafzimmer und Balkon - Nähe Donauinsel,"1220 Wien, 22. Bezirk, Donaustadt, Wagramer Straße",ESTINA Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/neubauwohnung-mit-grossem-schlafzimmer-und-balkon-naehe-donauinsel-835242576/,"Balkon, Loggia",63.0,2.0,2000.0
Großzügige 4-Zimmer Maisonettewohnung im Arsenal!,"1030 Wien, 03. Bezirk, Landstraße, Arsenal 16",EHL Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/grosszuegige-4-zimmer-maisonettewohnung-im-arsenal-1893174563/,"Terrasse, Loggia",131.0,4.0,2860.0
"1220 Wien - Kirschblütenpark - U1-Nähe - Hofseitige, gepflegte Balkonwohnung - ab 1.02.2025","1220 Wien, 22. Bezirk, Donaustadt, Bonsaigasse 3",C&P,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1220-wien-kirschbluetenpark-u1-naehe-hofseitige-gepflegte-balkonwohnung-ab-1-02-2025-1348008516/,"Balkon, Loggia",40.0,2.0,769.0
"Perfekt aufgeteilte 2-Zimmerwohnung nähe Hauptbahnhof & Schweizergarten, beste Verkehrsanbindung","1030 Wien, 03. Bezirk, Landstraße, Fasangasse 50",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/perfekt-aufgeteilte-2-zimmerwohnung-naehe-hauptbahnhof-schweizergarten-beste-verkehrsanbindung-1049316290/,,58.0,2.0,1510.0
"Ihr entspannter Weg zur Eigentumswohnung am See: Jetzt mieten, später kaufen.","1220 Wien, 22. Bezirk, Donaustadt, Ziegelhofstraße 72",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/ihr-entspannter-weg-zur-eigentumswohnung-am-see-jetzt-mieten-spaeter-kaufen-1419245503/,"Balkon, Loggia",74.0,3.0,1233.19
NEUWERTIG!,"1160 Wien, 16. Bezirk, Ottakring",Pawlowski Immobilien e.U.,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/neuwertig-1912799400/,,56.0,2.0,713.76
WIENER WASSER WOHNEN: Fantastische 3-Zimmer Neubaumaisonette mit 31m² Garten Nähe der Alte Donau!,"1210 Wien, 21. Bezirk, Floridsdorf",Adonia Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/wiener-wasser-wohnen-fantastische-3-zimmer-neubaumaisonette-mit-31m-garten-naehe-der-alte-donau-1312887516/,"Terrasse, Balkon, Garten",85.0,3.0,1799.0
Moderne 3-Zimmer Wohnung mit Loggia in 1140 Wien,"1140 Wien, 14. Bezirk, Penzing, Hütteldorfer Straße",Kahler Real GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/moderne-3-zimmer-wohnung-mit-loggia-in-1140-wien-1824816276/,Loggia,80.0,3.0,1410.0
Moderne 3-Zimmer Wohnung mit Loggia in 1140 Wien,"1140 Wien, 14. Bezirk, Penzing, Hütteldorfer Straße",Kahler Real GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/moderne-3-zimmer-wohnung-mit-loggia-in-1140-wien-1824816276/,Loggia,80.0,3.0,1410.0
"Einladende Familienwohnung mit Abstellraum und Loggia, in Top-Lage nähe Donauzentrum","1220 Wien, 22. Bezirk, Donaustadt, Wagramer Straße",ESTINA Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/einladende-familienwohnung-mit-abstellraum-und-loggia-in-top-lage-naehe-donauzentrum-2002695200/,"Balkon, Loggia",73.0,3.0,2200.0
| 2 ZIMMER | SCHRANKRAUM | BALKON | ERSTBEZUG | UNBEFRISTET | MIETBEGINN AUGUST 2024 | GREEN 21,"1210 Wien, 21. Bezirk, Floridsdorf, Pius-Parsch-Platz",DECUS Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/-2-zimmer-schrankraum-balkon-erstbezug-unbefristet-mietbeginn-august-2024-green-21-1499916238/,"Balkon, Dachterrasse",54.0,2.0,1175.0
ERSTBEZUG NACH TEILSANIERUNG - CHARMANTE 3-ZIMMERWOHNUNG - NÄHE SCHWEDENPLATZ - WG TAUGLICH,"1020 Wien, 02. Bezirk, Leopoldstadt, Lilienbrunngasse",Neutor Real GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/erstbezug-nach-teilsanierung-charmante-3-zimmerwohnung-naehe-schwedenplatz-wg-tauglich-1295227764/,,78.0,3.0,1550.0
"Nur wenige Schritte zur U1 Kagraner Platz - Modernes Wohnen mit hochwertiger Ausstattung, Einbauküche und Sonnenschutz. - WOHNTRAUM","1220 Wien, 22. Bezirk, Donaustadt, Donaufelder Straße 238",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/nur-wenige-schritte-zur-u1-kagraner-platz-modernes-wohnen-mit-hochwertiger-ausstattung-einbaukueche-und-sonnenschutz-wohntraum-1189779878/,Balkon,55.0,2.0,968.67
Ihr Wohntraum beim Kagraner Platz mit hochwertiger Ausstattung. - WOHNTRAUM,"1220 Wien, 22. Bezirk, Donaustadt, Donaufelder Straße 238",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/ihr-wohntraum-beim-kagraner-platz-mit-hochwertiger-ausstattung-wohntraum-1400425841/,Balkon,54.0,2.0,968.34
Wunderschöne 2 Zimmerwohnung nähe Naschmarkt,"1040 Wien, 04. Bezirk, Wieden, Margaretenstraße 41-43",JP Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1040-wieden/wunderschoene-2-zimmerwohnung-naehe-naschmarkt-1020861190/,,82.0,2.0,1462.0
"Provisionsfrei für den Mieter! Elegant möblierte Gartenwohnung mit Garage, Pool und Wellness!","1190 Wien, 19. Bezirk, Döbling",Lind Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/provisionsfrei-fuer-den-mieter-elegant-moeblierte-gartenwohnung-mit-garage-pool-und-wellness-731254232/,"Terrasse, Garten",36.0,1.0,1100.0
3-Zimmeraltbauwohnung Nähe Volksoper,"1090 Wien, 09. Bezirk, Alsergrund, Fluchtgasse 9",JP Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/3-zimmeraltbauwohnung-naehe-volksoper-1166822843/,,113.0,3.0,1990.0
